"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"Parker County Sheriff","","129 Hogle St","Weatherford","TX","76086","(817) 594-8845","","32.759113","-97.78706","Texas","Parker County Sheriff Department"
"Pasadena Police Dept","","1201 Davis St","Pasadena","TX","77506","(713) 477-1221","","29.691916","-95.1954","Texas","Pasadena Police Dept"
"Pearland City Police Department","","2555 Cullen Blvd","Pearland","TX","77581","(281) 997-4100","","29.562513","-95.35039","Texas","Pearland Police Dept"
"Travis County Emergency Svc","","203 Pecan St E","Pflugerville","TX","78660","(512) 251-2801","","30.439388","-97.619896","Texas","Pflugerville Police Dept"
"Pharr City Police Department","","7107 S Cage Blvd","Pharr","TX","78577","(956) 402-4700","","26.126196","-98.19556","Texas","Pharr Police Dept"
"Plainview Police Dept","","108 W 9th St","Plainview","TX","79072","(806) 296-1182","","34.189617","-101.703156","Texas","Plainview Police Dept"
"Plano City Police Department","","909 14th St","Plano","TX","75074","(972) 424-5678","","33.017876","-96.7029","Texas","Plano Police Dept"
"Portland Police Department","","1902 Billy G Webb","Portland","TX","78374","(361) 643-2546","","27.892544","-97.31518","Texas","Portland Police Dept"
"Prosper Police Department","","110 W Broadway St","Prosper","TX","75078","(972) 347-9002","","33.23615","-96.80086","Texas","Prosper"
"Raymondville Police Dept","","142 S 7th St 2nd Flr, Raymondville TX, 78580","Raymondville","TX","78580","(956) 689-6449","","26.481453","-97.78261","Texas","Raymondville Police Dept"
"Red Oak Police Dept","","156 Louise Ritter Blvd","Red Oak","TX","75154","(972) 576-3883","","32.50152","-96.79933","Texas","Red Oak Police Dept"
"Dallas City Police Department","","6969 McCallum Blvd Ste A","Dallas","TX","75252","(214) 670-7253","","32.98803","-96.78276","Texas","Richardson Police Dept"
"Richmond Police Dept","","600 Preston St","Richmond","TX","77469","(281) 342-2849","","29.58363","-95.76411","Texas","Richmond Police Dept"
"Rio Grande City Crimestoppers","","402 E Main St","Rio Grande City","TX","78582","(956) 488-8477","","26.378183","-98.81774","Texas","Rio Grande Police Dept"
"Hewitt City Police Department","","204 Chama Dr","Hewitt","TX","76643","(254) 666-1661","","31.465542","-97.198845","Texas","Robinson Police Dept"
"Robstown City Police Dept","","430 E Main Ave","Robstown","TX","78380","(361) 387-3531","","27.789522","-97.6645","Texas","Robstown Police Dept"
"Rockwall Municipal Court","","205 W Rusk St","Rockwall","TX","75087","(972) 771-7788","","32.931084","-96.46149","Texas","Rockwall Police Dept"
"Roma City Police Dept","","987 E Grant St","Roma","TX","78584","(956) 849-2231","","26.404972","-98.9879","Texas","Roma Police Dept"
"Rosenberg Police Dept-Criminal","","2120 4th St","Rosenberg","TX","77471","(832) 595-3720","","29.54628","-95.80534","Texas","Rosenberg Police Dept"
"Round Rock City Police Department","","2701 N Mays St.","Sandy","TX","78665","(512) 218-5500","","30.542292","-97.68584","Texas","Round Rock Police Dept"
"Rowlett Police Records Dept","","4401 Rowlett Rd","Rowlett","TX","75088","(972) 412-6203","","32.90077","-96.5696","Texas","Rowlett Police Dept"
"Rusk County Sheriff","","210 W Charlevoix St","Henderson","TX","75652","(903) 657-3581","","32.15472","-94.8002","Texas","Rusk County Sheriff Department"
"Sachse City Police Department","","3815 Sachse Rd Ste Ste D","Sachse","TX","75048","(972) 495-2271","","32.97332","-96.58413","Texas","Sachse City Police Dept"
"Saginaw Police Dept","","505 W McLeroy Blvd","Saginaw","TX","76179","(817) 232-0311","","32.85852","-97.37165","Texas","Saginaw Police Dept"
"San Angelo Police Dept","","401 E Beauregard Ave","San Angelo","TX","76903","(325) 657-4336","","31.46422","-100.43031","Texas","San Angelo Police Dept"
"San Antonio Volunteer Svc Dept","","114 W Commerce St # A","San Antonio","TX","78205","(210) 207-2899","","29.425043","-98.493744","Texas","San Antonio Police Dept"
"San Benito Police Dept","","601 Williams Rd","San Benito","TX","78586","(956) 361-3880","","26.162039","-97.63573","Texas","San Benito Police Dept"
"Jacinto City Police Dept","","10429 Market Street Rd","Houston","TX","77029","(713) 672-2455","","29.767529","-95.244736","Texas","San Jacinto County Sheriff Department"
"San Juan Police Department Administation","","709 S Nebraska Ave","San Juan","TX","78589","(956) 702-6445","","26.187437","-98.15586","Texas","San Juan Police Dept"
"San Marcos Police-Criminal Inv","","2300 S Interstate 35","San Marcos","TX","78666","(512) 753-2108","","29.90869","-97.900635","Texas","San Marcos Police Dept"
"Santa Fe Chamber","","12425 Highway 6 # 1","Santa Fe","TX","77510","(409) 925-8558","","29.372957","-95.09001","Texas","Santa Fe City Police Dept"
"Schertz Police Dept","","1400 Schertz Pkwy","Schertz","TX","78154","(210) 658-5321","","29.564291","-98.269615","Texas","Schertz Police Dept"
"Seabrook City Police Department","","1609 E Meyer Rd","Seabrook","TX","77586","(281) 474-4471","","29.574856","-95.022804","Texas","Seabrook Police Dept"
"City of Seagoville","","600 N Highway 175","Seagoville","TX","75159","(972) 287-2999","","32.64808","-96.54096","Texas","Seagoville Police Dept"
"Seguin Police Dept","","410 N Camp St","Seguin","TX","78155","(830) 379-2123","","29.571228","-97.965454","Texas","Seguin Police Dept"
"Sherman Police Dept","","317 S Travis St","Sherman","TX","75090","(903) 892-7281","","33.634483","-96.608665","Texas","Sherman Police Dept"
"Smith County Sheriff","","227 N. Spring Ave.","Tyler","TX","75710","(903) 590-2661","","32.351925","-95.2996","Texas","Smith County Sheriff Department"
"Snyder Police Department","","400 37th St","Snyder","TX","79549","(325) 573-2611","","32.70451","-100.89976","Texas","Snyder Police Dept"
"Socorro Police Dept","","670 Poona Rd","El Paso","TX","79927","(915) 858-6983","","31.671164","-106.27904","Texas","Socorro Police Dept"
"South Houston Police Dept","","1101 Dallas St","South Houston","TX","77587","(713) 944-1916","","29.66455","-95.23896","Texas","South Houston Police Dept"
"Southlake Police Department","","600 State St","Southlake","TX","76092","(817) 748-8149","","32.94515","-97.13215","Texas","Southlake Police Dept"
"Fort Bend ISD - Police Department","","13600 Murphy Rd","Stafford","TX","77477","(281) 634-5500","","29.625294","-95.56486","Texas","Stafford Police Dept"
"City Of Stephenville - Public Safety, Police Department","","298 W Washington St","Stephenville","TX","76401","(254) 918-1220","","32.219936","-98.203575","Texas","Stephenville Police Dept"
"Sugar Land City Police Department","","123 Brooks St","Sugar Land","TX","77478","(281) 275-2525","","29.61884","-95.635185","Texas","Sugar Land Police Dept"
"Sulphur Springs Crimestoppers","","125 Davis St S","Sulphur Springs","TX","75482","(903) 885-7602","","33.13669","-95.60283","Texas","Sulphur Springs Police Dept"
"Sweetwater Police Dept","","201 E 4th St","Sweetwater","TX","79556","(325) 236-6686","","32.472424","-100.40856","Texas","Sweetwater Police Dept"
"Tarrant County Sheriff's Dept","","1500 Circle Dr","Fort Worth","TX","76119","(817) 531-7634","","32.672165","-97.30226","Texas","Tarrant County Sheriff Department"
"Taylor Police Dept","","500 S Main St","Taylor","TX","76574","(512) 352-5551","","30.56382","-97.40896","Texas","Taylor Police Dept"
"Temple Police Dept","","105 S 5th St","Temple","TX","76501","(254) 298-5536","","31.09695","-97.344315","Texas","Temple Police Dept"
"Terrell Police Dept","","201 E Nash St","Terrell","TX","75160","(972) 551-6652","","32.73732","-96.276054","Texas","Terrell Police Dept"
"Texarkana Police Dept","","100 N State Line Ave","Texarkana","TX","75501","(903) 798-3130","","33.413174","-94.04312","Texas","Texarkana Police Dept"
"Texas City Police Department","","1004 9th Ave N","Texas City","TX","77590","(409) 948-2525","","29.393353","-94.90868","Texas","Texas City Police Dept"
"Colony Police Dept","","5151 N Colony Blvd","The Colony","TX","75056","(972) 625-1887","","33.09945","-96.87895","Texas","The Colony City Police Dept"
"Houston City Police Department","","17375 State Highway 249 Ste 2J","Houston","TX","77064","(281) 955-3362","","29.955643","-95.54198","Texas","The Village Police Dept"
"Tomball Police Dept","","400 Fannin St","Tomball","TX","77375","(281) 351-5451","","30.09533","-95.6162","Texas","Tomball Police Dept"
"Travis County Sheriff","","1003 Guadalupe St","Austin","TX","78701","(512) 854-9100","","30.27278","-97.744896","Texas","Travis County Sheriff Department"
"Tyler Police Dept","","711 W Ferguson St","Tyler","TX","75702","(903) 531-1015","","32.351665","-95.307816","Texas","Tyler Police Dept"
"Houston City Police Department","","802 Westheimer Rd","Houston","TX","77006","(713) 284-8604","","29.74466","-95.38968","Texas","Universal City Police Dept"
"Upshur County Literacy Program","","201 N Montgomery St","Gilmer","TX","75644","(903) 843-3360","","32.729794","-94.94876","Texas","Upshur County Sheriff Office"
"Uvalde Police Dept","","964 W Main St","Uvalde","TX","78801","(830) 278-9147","","29.20197","-99.80576","Texas","Uvalde Police Dept"
"Guinn Van Zandt Elementary","","501 Missouri Ave","Fort Worth","TX","76104","(817) 815-2000","","32.73962","-97.31904","Texas","Van Zandt County Sheriff Department"
"Texas Department of Public Safety Texas Highway Patrol","","1306 Main St","Vernon","TX","76384","(940) 552-2751","","34.157333","-99.28451","Texas","Vernon Police Dept"
"District Attorney Check Department","","205 N Bridge St # 301","Victoria","TX","77901","(361) 575-4812","","28.80036","-97.00671","Texas","Victoria Police Dept"
"Vidor Police Department","","695 E Railroad St","Vidor","TX","77662","(409) 769-4561","","30.1294","-94.00438","Texas","Vidor Police Dept"
"Criminal Justice Department","","3009 Highway 30 W","Huntsville","TX","77340","(936) 437-4141","","30.71839","-95.57282","Texas","Walker County Sheriff Department"
"Waller County Justice Of Peace","","12620 Fm 1887 Rd","Hempstead","TX","77445","(979) 826-7637","","29.950413","-96.04139","Texas","Waller County Sheriff Department"
"Watauga Police Dept","","7101 Whitley Rd","Watauga","TX","76148","(817) 514-5870","","32.87412","-97.25502","Texas","Watauga Police Dept"
"Waxahachie Police Dept","","216 N College St","Waxahachie","TX","75165","(972) 937-9940","","32.38719","-96.84637","Texas","Waxahachie Police Dept"
"Weatherford Police Department","","801 Santa Fe Dr","Weatherford","TX","76086","(817) 598-4310","","32.750893","-97.7861","Texas","Weatherford Police Dept"
"Webster City Police Department","","217 Pennsylvania St","Webster","TX","77598","(281) 332-2426","","29.534872","-95.11703","Texas","Webster Police Dept"
"Police Department","","901 S Airport Dr Ste 3","Weslaco","TX","78596","(956) 968-6123","","26.151995","-97.97443","Texas","Weslaco Police Dept"
"West University Place City Parks & Recreation Department","","7130 Byron St","Houston","TX","77005","(713) 662-5383","","29.712412","-95.44525","Texas","West University Place Police Dept"
"White Settlement Police Dept","","8900 Clifford St","Fort Worth","TX","76108","(817) 246-7070","","32.76612","-97.4715","Texas","White Settlement Police Dept"
"Wichita Falls Police Department","","610 Holliday St","Wichita Falls","TX","76301","(940) 761-7792","","33.908688","-98.50259","Texas","Wichita Falls Police Dept"
"Williamson County Sheriff","","508 S Rock St","Georgetown","TX","78626","(512) 943-1300","","30.639082","-97.67901","Texas","Williamson County Sheriff Department"
"Wise County Fire Marshall","","206 W State St","Alvord","TX","76225","(940) 627-5870","","33.35699","-97.69738","Texas","Wise County Sheriff Department"
"Wylie Police Dept","","2000 N Highway 78","Wylie","TX","75098","(972) 442-8170","","33.02299","-96.51434","Texas","Wylie Police Dept"
"Alpine Water Dept","","20 N Main St","Alpine","UT","84004","(801) 756-2378","","40.45352","-111.7778","Utah","Alpine Police Dept"
"American Fork Fire Department","","96 N Center St","American Fork","UT","84003","(801) 763-3040","","40.378933","-111.79857","Utah","American Fork Police Dept"
"Bountiful Fire Department","","805 S Main St","Bountiful","UT","84010","(801) 677-2400","","40.880756","-111.88083","Utah","Bountiful Police Dept"
"Brigham City Animal Control","","1220 W Forest St","Brigham City","UT","84302","(435) 723-1231","","41.510765","-112.0457","Utah","Brigham City Police Dept"
"Cache County Childrens Justice","","1362 N 400 W","Logan","UT","84341","(435) 753-7017","","41.75687","-111.844025","Utah","Cache County Sheriff Office"
"Cedar City Police Department","","10 N Main St","Cedar City","UT","84720","(435) 586-2956","","37.677425","-113.06173","Utah","Cedar City Police Dept"
"Farmington Police Department","","286 S 200 E","Farmington","UT","84025","(801) 451-5453","","40.97587","-111.88321","Utah","Centerville Police Dept"
"Police Department","","55 S State St","Clearfield","UT","84015","(801) 525-2760","","41.112946","-112.025276","Utah","Clearfield Police Dept"
"Clinton Police Dept","","2209 N 1500 W","Clearfield","UT","84015","(801) 614-0800","","41.145725","-112.05485","Utah","Clinton Police Dept"
"Draper City","","1020 Pioneer Rd","Draper","UT","84020","(801) 576-6512","","40.52505","-111.863754","Utah","Draper"
"Farmington Police Department","","286 S 200 E","Farmington","UT","84025","(801) 451-5453","","40.97587","-111.88321","Utah","Farmington Police Dept"
"Heber City Police Department","","301 S Main St","Heber City","UT","84032","(435) 654-3040","","40.503708","-111.41353","Utah","Heber City Police Dept"
"Hurricane Police Dept","","90 S 700 W","Hurricane","UT","84737","(435) 635-9663","","37.175255","-113.30049","Utah","Hurricane Police Dept"
"Kaysville Police Dept","","58 E 100 N","Kaysville","UT","84037","(801) 546-1131","","41.036457","-111.93739","Utah","Kaysville Police Dept"
"Layton City Police Department","","429 Wasatch Dr","Layton","UT","84041","(801) 497-8300","","41.065987","-111.960945","Utah","Layton Police Dept"
"Lehi Police Dept","","580 W State St","Lehi","UT","84043","(385) 201-1005","","40.405468","-111.85849","Utah","Lehi Police Dept"
"Logan Police Dept","","62 W 300 N","Logan","UT","84321","(435) 716-9300","","41.73714","-111.836426","Utah","Logan Police Dept"
"Midvale City Police Dept","","7912 S Main St","Midvale","UT","84047","(801) 256-2500","","40.60749","-111.91029","Utah","Midvale Police Dept"
"Murray Police Dept","","665 W 5300 S","Salt Lake City","UT","84123","(801) 266-6709","","40.653923","-111.90935","Utah","Murray Police Dept"
"North Logan City Police Department","","42 E 2200 N Ste C","Logan","UT","84341","(435) 753-7600","","41.772377","-111.83306","Utah","North Logan Police Dept"
"North Ogden City Court","","515 E 2600 N","Ogden","UT","84414","(801) 782-7219","","41.305847","-111.96461","Utah","North Ogden Police Dept"
"North Salt Lake City Police","","17 S Main St","North Salt Lake","UT","84054","(801) 936-3880","","40.841507","-111.91176","Utah","North Salt Lake Police Dept"
"Ogden City Fire Dept","","2186 Lincoln Ave","Ogden","UT","84401","(801) 629-8221","","41.227264","-111.975945","Utah","Ogden Police Dept"
"Orem Police Dept","","95 E Center St","Orem","UT","84057","(801) 229-7070","","40.297127","-111.69354","Utah","Orem Police Dept"
"Salem Police Dept","","30 S 100 W","Salem","UT","84653","(801) 423-2770","","40.053493","-111.67537","Utah","Payson Police Dept"
"Pleasant Grove Fire Station","","92 E 100 S","Pleasant Grove","UT","84062","(801) 796-9496","","40.36249","-111.73899","Utah","Pleasant Grove Police Dept"
"Provo Police Dept","","351 W Center St","Provo","UT","84601","(801) 852-6200","","40.233685","-111.66481","Utah","Provo Police Dept"
"Roy Police Dept","","5051 S 1900 W","Roy","UT","84067","(801) 774-1011","","41.17118","-112.02602","Utah","Roy Police Dept"
